,DSSTox_CID,NR-ER-LBD,SMILES
160,26396,0.0,O=C(O)CN(CC(=O)O)CC1=CC2C(=CC1=O)Oc1cc(O)c(CN(CC(=O)O)CC(=O)O)cc1C21OC(=O)c2ccccc21
161,14528,0.0,CCCCC(CC)COC(=O)c1ccc(O)cc1
162,17031,0.0,CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1
163,4164,0.0,N#C[Au-]C#N.[K+]
164,2188,0.0,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)C1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1
165,10419,0.0,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)C1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1
166,20784,0.0,FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl
167,7732,0.0,CCCC[Sn](CCCC)(OC(C)=O)OC(C)=O
168,12898,0.0,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1.O=[N+]([O-])O
169,5563,0.0,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC
170,4730,0.0,Cl[Au](Cl)Cl
171,7502,0.0,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1
172,1816,0.0,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C
173,27765,0.0,CCCC[Sn](Cl)(Cl)CCCC
174,5976,0.0,Oc1c(Cl)c(Cl)cc(Cl)c1Cl
175,14875,0.0,Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O
176,26871,0.0,CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl
177,13393,0.0,CCCCCCCC[N+](C)(C)CCCCCCCC.[Cl-]
178,21905,0.0,CC[Hg]Sc1ccccc1C(=O)[O-].[Na+]
179,20979,0.0,CC(C)Nc1ccc(Nc2ccccc2)cc1
180,19336,0.0,Cl.O=C1CSC2(CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)N1
181,29275,0.0,N#CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
182,22363,0.0,CCCCCCCCCCCCCC[N+](C)(C)C.[Cl-]
183,11368,0.0,CCN1C(=CC=Cc2ccc3ccccc3[n+]2CC)C=Cc2ccccc21.[I-]
184,6184,0.0,O.O.O=[Cr](=O)([O-])O[Cr](=O)(=O)[O-].[Na+].[Na+]
185,10169,0.0,[O-][n+]1ccccc1S[Zn]Sc1cccc[n+]1[O-]
186,26151,0.0,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1.CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1.O=C(O)C(=O)O.O=C([O-])C(=O)O.O=C([O-])C(=O)O
187,3595,0.0,C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N=N2)[C@H]1C1CCC(F)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
188,21262,0.0,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O
189,12145,0.0,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl
190,23711,0.0,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl
191,25690,0.0,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl
192,3105,0.0,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl
193,9540,0.0,CS(=O)(=O)O.Cc1cc(CCN2CCN(c3nsc4ccccc34)CC2)cc2c1NC(=O)CC2(C)C
194,27367,0.0,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
195,5004,0.0,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1
196,2003,0.0,CC[C@@H](C(=O)O)[C@@H]1O[C@@H]([C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]2O[C@]3(C=C[C@@H](O)[C@]4(CC[C@@](C)([C@H]5CC[C@](O)(CC)[C@H](C)O5)O4)O3)[C@H](C)C[C@@H]2C)[C@@H](C)C[C@@H]1C
197,15170,0.0,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21
198,1674,0.0,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)C[C@H]3O[C@]132
199,2347,0.0,O=Nc1ccc(Nc2ccccc2)cc1
200,24009,0.0,CCCCCCCCCCCCc1ccc(O)cc1
201,25465,0.0,S=C(SSC(=S)N1CCCCC1)N1CCCCC1
202,27609,0.0,CCCC[n+]1ccc(C)cc1.[Cl-]
203,1114,0.0,Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(N)c2c1O.[Na+].[Na+].[Na+].[Na+]
204,8975,0.0,CN(C)C(=O)CCSC(SCCC(=O)[O-])c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1.[Na+]
205,13674,0.0,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2]
206,12422,0.0,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
207,26991,0.0,CC(O)C(=O)O[Hg]c1ccccc1
208,5135,0.0,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1
209,3900,0.0,COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC.Cl.Cl
210,28748,0.0,Cl.O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1
211,16508,0.0,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl
212,24292,0.0,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1
213,6938,0.0,CN1CCN2c3ccccc3Cc3ccccc3C2C1
214,22260,0.0,N#CSCSC#N
215,169,0.0,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC
216,28398,0.0,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](OC4CC[C@@]5(C)C(CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)[C@@H](O)C[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
217,3734,0.0,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
218,25807,0.0,CCCCCCCCCCCCc1ccccc1O
219,6783,0.0,CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+](C)(CC)CC)cc1.[Br-]
220,17499,0.0,O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12.[Na+].[Na+]
221,10055,0.0,CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)[O-])O3)O2)O1.[Na+]
222,24514,0.0,O=[N+]([O-])c1ccc(Oc2ccc(N=C=S)cc2)cc1
223,13175,0.0,CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
224,6444,0.0,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12
225,2635,0.0,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC
226,21040,0.0,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](C(C)C)NC1=O
227,18712,0.0,Cc1nnc2n1-c1sc(CCc3ccc(CC(C)C)cc3)cc1C(c1ccccc1Cl)=NC2C
228,15755,0.0,CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CCOC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)CC1)NC(=O)c1ccccc1
229,22506,0.0,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5.Cl
230,8300,0.0,CCOC(=O)c1ccc([C@H]2CC[C@H](NC[C@H](O)COc3ccc(O)c(NS(C)(=O)=O)c3)CC2)cc1.Cl
231,7883,0.0,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N
232,4811,0.0,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O
233,21699,0.0,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
234,7186,0.0,CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
235,762,0.0,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
236,29072,0.0,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
237,18893,0.0,CCCCCCCC(=O)CC[C@@H]1[C@@H](C/C=C\CCCC(=O)OC(C)C)[C@@H](O)C[C@H]1O
238,1358,0.0,O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1
239,26308,0.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC
240,13991,0.0,NC(=O)n1c(O)c(C(=O)c2cccs2)c2cc(Cl)ccc21
241,24836,0.0,CCCCNC(=O)OCC#CI
242,3374,0.0,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
243,2110,0.0,CC(C)(C)c1csc(-c2cc3cc(OCc4ccccc4CC(=O)O)ccc3o2)n1
244,27123,0.0,CCc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2CN2CCN(c3ccc(OC)cc3)CC2)ccc1OCC(=O)O
245,24618,0.0,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
246,322,0.0,O=C1C=C2C=C[C@@H]3C[C@@]2(O1)[C@H]1CCCCN31
247,15471,0.0,C=CCC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O
248,52,0.0,CC1(CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)OCc2ccccc2-n2cccc21
249,14750,0.0,O=c1[nH]sc2ccccc12
250,24752,0.0,C[C@@]12C(=O)OC(=O)[C@]1(C)C1CCC2O1
251,24129,0.0,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O
252,27480,0.0,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1
253,20734,0.0,[O-][n+]1ccccc1S[Zn]Sc1cccc[n+]1[O-]
254,17250,0.0,C=CC(=O)OCC(O)COc1ccccc1
255,422,0.0,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
256,9164,0.0,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1
257,12584,0.0,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
258,2849,0.0,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1
259,6047,0.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1.Cl.Cl
260,25947,0.0,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.Cl.Cl.O
261,9762,0.0,CC(CN1c2ccccc2Sc2ccccc21)N(C)C.Cl
262,26431,0.0,CCCSc1cc(OC)c(CCN)cc1OC.Cl
263,28609,0.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl
264,25564,0.0,COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC
265,24989,0.0,CCCCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
266,5423,0.0,COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O
267,11280,0.0,Nc1nc2nc[nH]c2c(=S)[nH]1
268,1557,0.0,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1
269,3240,0.0,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1
270,20535,0.0,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
271,920,0.0,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1
272,5809,0.0,O=C(O)c1cc(O)c2ccccc2c1O
273,21806,0.0,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])cccc3nc2-1
274,11593,0.0,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1.O=[N+]([O-])O
275,8027,0.0,C(=Cc1ccncc1)c1ccccc1
276,11869,0.0,CC(=O)O[Hg]c1ccccc1
277,9610,0.0,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1
278,1247,0.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
279,2961,0.0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1
280,2521,0.0,Cc1cc(Nc2ccccc2C(=O)O)ccc1Cl
281,29376,0.0,CCc1cc(Cc2cc(CC)c(N)c(CC)c2)cc(CC)c1N
282,22147,0.0,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC
283,14605,0.0,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
284,502,0.0,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl
285,16105,0.0,CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC.Cl
286,7302,0.0,Cl.O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1
287,3477,0.0,Cl[Hg]c1ccccc1
288,28491,0.0,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl
289,3636,0.0,Oc1cc(Cl)c(Cl)c(Cl)c1Cl
290,1418,0.0,OCC(c1ccc(Cl)cc1)c1ccc(Cl)cc1
291,7039,0.0,Cc1nc2ccccc2n1Cc1ccc(Cl)cc1
292,28255,0.0,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1
293,10697,0.0,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O
294,5299,0.0,COc1ccccc1NC(=O)c1cc2ccccc2cc1O
295,25155,0.0,F[Sn](c1ccccc1)(c1ccccc1)c1ccccc1
296,5220,0.0,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
297,26564,0.0,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
298,7643,0.0,N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1
299,4003,0.0,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
300,26061,0.0,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O
301,28848,0.0,O=C(O)[C@@H](S)[C@H](S)C(=O)O
302,27326,0.0,C[C@@H]1CC[C@H]2[C@@H](C)C(OC(=O)CCC(=O)O)OC3O[C@@]4(C)CC[C@@H]1C32OO4
303,17688,0.0,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)c(F)c3)nc2C)ccc1OCC(=O)O
304,26739,0.0,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
305,25600,0.0,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1
306,27043,0.0,Cc1ccc2nc(-c3ccc(N)cc3)sc2c1S(=O)(=O)O
307,27813,0.0,Cc1ccc2c(Br)cc(Br)c(O)c2n1
308,284,0.0,Oc1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1
309,20698,0.0,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C.[Na+]
310,6651,0.0,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12
311,4404,0.0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O
312,9276,0.0,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1.Cl
313,653,0.0,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl
314,27707,0.0,Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1
315,7090,0.0,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
316,21088,0.0,Fc1ccccc1[C@@H](F)CO[C@H]1CC[C@H](Nc2[nH]cnc3nncc2-3)CC1
317,4516,0.0,CCCCCCCC/C=C\CCCCCCCC(=O)N(CCO)CCO
318,6554,0.0,CN1C(=O)[C@@H](NC(=O)c2cc3ccccc3[nH]2)N=C(c2ccccc2)c2ccccc21
319,209,0.0,O=C1c2ccccc2C(=O)N1SC1CCCCC1
320,21473,0.0,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl.O=S(=O)(O)O
321,25854,0.0,O=C(O)c1ccc([Hg]Cl)cc1
322,27566,0.0,CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1
323,7769,0.0,OCC(S)CS
324,20360,0.0,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34
325,25268,0.0,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C
326,13784,0.0,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC
327,25352,0.0,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1
328,10320,0.0,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1
329,6136,0.0,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12
330,14167,0.0,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+]
331,20001,0.0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1
332,1184,0.0,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1.Cl
333,10955,0.0,Oc1c(Cl)cc(Cl)c(Cl)c1Cl
